id,SalePrice
1461,120413.7085628713
1462,151628.20119190012
1463,180433.10137551578
1464,196751.4637474842
1465,202359.84753011804
1466,170739.6446491457
1467,178977.86201603548
1468,159825.0555451078
1469,195459.0509447632
1470,119313.07277312869
1471,185578.6567669531
1472,98565.00572680682
1473,95301.17993423488
1474,142624.05640834096
1475,107282.16501929188
1476,355748.61545445985
1477,247663.62612264187
1478,301161.99886938615
1479,300510.31817681773
1480,472503.7009365291
1481,321780.1715907047
1482,213561.6447529387
1483,181159.8238984812
1484,160748.27083497
1485,196113.79077494884
1486,193767.07597714296
1487,337993.7614280496
1488,237780.768227125
1489,190323.25042484346
1490,240578.06658021355
1491,197110.8938148133
1492,93808.37738408218
1493,190422.69069183723
1494,294754.8467554719
1495,288394.74961802445
1496,234676.24619630544
1497,180570.59082130107
1498,173739.90321649803
1499,166126.54309925323
1500,159069.0415596789
1501,173902.71112079365
1502,144724.07034228637
1503,286132.5793495641
1504,241048.95093617516
1505,225537.813150891
1506,187676.49403386106
1507,243579.75738428536
1508,201500.156207578
1509,160645.47408571446
1510,143036.46979117327
1511,152666.64358386985
1512,176380.59666371398
1513,152843.14560281223
1514,155038.0809375126
1515,192642.2168105894
1516,155477.81758664403
1517,171340.2819296014
1518,131522.94197847744
1519,208916.76853454305
1520,125996.94904072116
1521,129428.73102390431
1522,178730.18370112547
1523,110838.52243826952
1524,126829.23503867816
1525,117630.22303898483
1526,110527.13147472228
1527,109816.43852664111
1528,138966.91306070285
1529,150838.79893217317
1530,187380.1953730496
1531,108105.69300927817
1532,98167.94663035129
1533,146893.89137361234
1534,127769.29593316145
1535,146337.20921866375
1536,106789.70533902245
1537,61134.25644268722
1538,149142.51504719746
1539,194408.50390565913
1540,95827.11852993668
1541,138079.413085703
1542,142195.38033918638
1543,179448.8654752583
1544,89103.36509598553
1545,118961.28849212242
1546,139095.06441330953
1547,129828.90266714954
1548,143173.58755725226
1549,124145.11254121998
1550,133944.72183901598
1551,106025.35089976939
1552,134806.86726202755
1553,144780.6285084259
1554,116177.1980814609
1555,160600.47752763273
1556,85756.54293347255
1557,105485.99931478193
1558,102153.28123176983
1559,63075.86678954296
1560,132034.10896567412
1561,126234.56938355946
1562,131547.07509560528
1563,118234.4354886949
1564,154925.31191582765
1565,151111.66315953087
1566,240329.57605688713
1567,78323.56024644407
1568,234766.21190840745
1569,125806.84882526925
1570,140485.21255635368
1571,122583.33026557171
1572,140328.65607743512
1573,230227.88938927377
1574,119360.90407408588
1575,230437.1003205831
1576,248994.37803701684
1577,178352.62199275914
1578,149800.34107422052
1579,143966.88165855588
1580,197168.9498661949
1581,155758.46371287608
1582,124644.416698689
1583,281896.7847933578
1584,216441.71766324932
1585,133861.02426308548
1586,64928.10782192921
1587,108735.1628884661
1588,152231.41904697975
1589,96170.86880849996
1590,133159.52686168576
1591,89991.92292015668
1592,115915.90736234908
1593,126183.12073615831
1594,123599.4567443689
1595,107164.46430053646
1596,214778.00711373764
1597,197372.0811932713
1598,232671.9764911742
1599,166468.92978598332
1600,158108.68180679827
1601,67048.45143681065
1602,118841.44174742441
1603,69962.72608995988
1604,256950.28587265103
1605,239567.15221259376
1606,167405.9289452511
1607,178089.92589525832
1608,215991.2491904258
1609,181243.2346405687
1610,151997.78478545314
1611,137995.70201602625
1612,173588.234501936
1613,165329.44187220873
1614,129375.38321327197
1615,95795.04526043702
1616,79690.0764894707
1617,95369.54237388234
1618,126093.68165924138
1619,137897.034602196
1620,146129.1659893323
1621,137923.22814230016
1622,143633.08483680754
1623,256230.41651943696
1624,208493.57947623977
1625,117234.57615058942
1626,172667.2053983481
1627,192785.08974176156
1628,280167.1182573228
1629,183611.7759339559
1630,345527.0670200663
1631,233881.4931226938
1632,248165.40509529214
1633,177624.0508556964
1634,184863.1615653844
1635,173716.75607128133
1636,152071.8105736555
1637,202120.53254501172
1638,176831.1338149744
1639,191572.93474138944
1640,247600.4295719236
1641,184223.21976557322
1642,245517.79204649382
1643,211061.58601837707
1644,235888.5021243731
1645,196819.40727380858
1646,158278.19553114736
1647,160179.96440803842
1648,128320.10600495865
1649,141236.20739568005
1650,112842.51739034153
1651,120191.78491283325
1652,98624.46560322908
1653,101132.76403614975
1654,142583.32680519763
1655,130943.92671684688
1656,138562.9000843442
1657,145793.72206761054
1658,143503.93643557592
1659,114671.81291185528
1660,156496.08092973896
1661,414078.0784970706
1662,398282.2363045957
1663,373504.4645193211
1664,481367.0198801644
1665,309885.9355707534
1666,338320.6537591261
1667,382548.2146512589
1668,358035.12002027006
1669,318837.150083827
1670,352658.9914147863
1671,263518.5088618194
1672,415063.810743727
1673,286114.0581555447
1674,238925.661581504
1675,198322.46162323223
1676,196950.6633763293
1677,219253.59438972673
1678,437745.5034226522
1679,390127.6829219704
1680,327253.737942585
1681,251877.8900132672
1682,323203.3890815663
1683,185164.96926564904
1684,176782.80528066744
1685,175737.6047632292
1686,166911.74784028114
1687,176013.3576312187
1688,188194.67430946766
1689,194783.62867577525
1690,198237.32860981478
1691,188893.01227264354
1692,265827.1102164643
1693,172635.79964090814
1694,183607.02485193772
1695,169237.23273120815
1696,260898.9905751925
1697,174053.69533607317
1698,341975.77960880974
1699,311304.4415635063
1700,258671.5666855042
1701,275331.94966108317
1702,235380.56164829116
1703,235448.13408790814
1704,271404.9150451709
1705,241484.81106285588
1706,309787.27844936587
1707,211688.36013773124
1708,201479.75182623495
1709,260524.3556920787
1710,218367.4449114696
1711,278932.3172828259
1712,249322.05140775806
1713,278863.0659065747
1714,221599.88230271044
1715,209745.06730637513
1716,183452.24577598658
1717,178000.1309158948
1718,137180.6211624425
1719,211036.66903139337
1720,241484.27673522255
1721,160830.9890976851
1722,124224.73655659294
1723,153997.76941757553
1724,202689.3101780777
1725,237361.08883657015
1726,186506.60220775811
1727,151638.4245920134
1728,172232.30020864145
1729,169709.56211526587
1730,156341.41538879948
1731,119205.47661790694
1732,124737.40896744908
1733,112353.12590528408
1734,122144.01968098321
1735,122375.8499804993
1736,105835.06153504353
1737,292972.82355499675
1738,259607.39463634646
1739,233986.43999394274
1740,205336.04660425097
1741,185611.45238248754
1742,171946.42620724137
1743,180194.1730837998
1744,316581.63265250257
1745,219230.43679020292
1746,188186.79112239616
1747,215077.6192141652
1748,214622.194704702
1749,142798.27799315637
1750,124169.52278036842
1751,252259.55192872923
1752,114490.75739780386
1753,151087.363537236
1754,191674.0295674199
1755,164083.51623172924
1756,123954.96789916194
1757,121112.76879225358
1758,147593.65841588072
1759,162951.710296963
1760,165114.19489529415
1761,146711.53167085705
1762,178561.83195666416
1763,190117.5409761854
1764,112992.44386238823
1765,168489.42801456962
1766,192333.27134069585
1767,220792.91678559576
1768,140065.61426466823
1769,172835.72089150033
1770,155254.44851489153
1771,123229.36243025112
1772,130026.39091026399
1773,123955.37437924917
1774,140097.0320423377
1775,142303.00403504586
1776,132253.11752966605
1777,107361.27976553535
1778,139467.0978708909
1779,120092.21488733529
1780,178748.33772763735
1781,126684.83065318399
1782,85250.9704739452
1783,142575.46697134041
1784,108395.7740451291
1785,127064.96567964352
1786,138332.79256533462
1787,167000.9343391324
1788,61014.7778979731
1789,100133.8828612468
1790,78150.81626848932
1791,180022.85155221255
1792,160404.0908540812
1793,126731.02677497025
1794,156633.9909504723
1795,133799.1272728814
1796,135858.25765344632
1797,115780.89550504087
1798,119979.6189108632
1799,109222.07738437885
1800,135026.06315245308
1801,127200.87216809482
1802,144353.03448927193
1803,149071.9327230399
1804,134250.04658430465
1805,135902.15972519194
1806,125867.2687874322
1807,139098.34815768932
1808,127784.57959451349
1809,127162.61347035668
1810,135675.7050526646
1811,95471.0525161436
1812,100162.82753691895
1813,124086.05852471692
1814,96004.36039249814
1815,53920.73167437076
1816,101263.6745290372
1817,105703.3636929166
1818,144036.30844628994
1819,125237.07430091182
1820,51072.66794552597
1821,120745.39098182163
1822,151473.2675973341
1823,44814.05485538744
1824,129294.10292906515
1825,142546.21821373375
1826,105727.81841404978
1827,101420.95296203214
1828,136543.7190401336
1829,129939.54421059821
1830,137980.74605151307
1831,143123.54510861228
1832,73101.35007199693
1833,142933.72795784037
1834,116275.28712646035
1835,114647.570361797
1836,123865.82073326949
1837,86366.92709628402
1838,124371.14278292717
1839,101099.75405164166
1840,140482.77440309586
1841,133096.7418447504
1842,93524.12764195472
1843,127982.89275920874
1844,148044.67908324755
1845,144841.15194665204
1846,157753.67582841474
1847,173952.9717564476
1848,52461.06109990069
1849,111973.06060283563
1850,115745.42517794285
1851,149399.98288952437
1852,125790.91415071636
1853,119309.70852369367
1854,161226.65792410471
1855,153132.30625753937
1856,223989.36559614108
1857,129137.18275022229
1858,133793.86608176414
1859,118301.14663109735
1860,145977.63840991748
1861,117548.7093372848
1862,317349.33271867456
1863,294388.4680070721
1864,294487.61013154633
1865,346250.12748800305
1866,329759.0580144772
1867,224123.68475437
1868,282595.6293401597
1869,203513.91132587963
1870,224202.26288704085
1871,259367.6486365531
1872,176216.9495654087
1873,233607.953689038
1874,157055.3448631101
1875,198737.75711709878
1876,202024.08781763937
1877,210238.76815826856
1878,205433.44660092564
1879,127805.02024258101
1880,130085.46683911356
1881,245780.1340719676
1882,238422.34795823199
1883,186116.70194914908
1884,204325.02013224718
1885,237353.89111553083
1886,283831.08275129326
1887,217167.0229873437
1888,266784.3018000251
1889,172126.63204792852
1890,113612.57942694712
1891,136499.2627779254
1892,94786.62013828059
1893,127050.4397059442
1894,121762.99827792068
1895,131084.577194009
1896,127472.47560233121
1897,116526.14739738003
1898,108595.31385294357
1899,167129.47361642733
1900,156827.3559750884
1901,174623.00111045263
1902,157930.85287579952
1903,221288.95603025623
1904,142686.4209093899
1905,200229.5431210436
1906,152221.00316245342
1907,211322.1827222341
1908,109202.82537583837
1909,130725.35008106429
1910,119193.45471584678
1911,225434.6465926396
1912,343187.39931717765
1913,139353.92296396472
1914,55306.63448304146
1915,295348.64821832505
1916,68055.86287595256
1917,236377.4825052698
1918,140531.91373320666
1919,181562.53503709869
1920,161029.28061918393
1921,359251.2023958068
1922,316422.07095227944
1923,239320.07445513015
1924,215698.87562195957
1925,197110.69253505836
1926,357459.70065498434
1927,131423.45692200467
1928,161406.10426517954
1929,124603.79357230706
1930,134187.72716197593
1931,142200.63734621555
1932,140999.29445679355
1933,186019.27233944184
